id,p_code,procurement,unit_price,pref_order_qty,unit_meas,mfg_lt,curr_stock
8397,LXD908467,B,971.86,149,FT,,4460
8398,FOR785659,B,659.51,168,LBS,,1875
8399,KCE283856,M,409.96,30,EA,25 days,2878
8400,JKI787895,M,278.38,356,M,1 days,9509
8401,FFR480066,M,264.89,358,KG,17 days,3407
8402,KDA370303,B,990.81,494,M,,911
8403,WPZ198716,B,339.73,107,LBS,,1979
8404,UJV322980,B,830.17,388,M,,7283
8405,VNY047133,B,392.09,169,KG,,7505
8406,AFI119121,M,606.85,441,M,11 days,1741
8407,UFP924784,B,112.24,354,LBS,,6826
8408,VVV134526,M,489.32,4,FT,16 days,2759
8409,PJH885351,B,317.9,357,LBS,,9944
8410,NYU530132,M,723.1,362,M,13 days,4900
8411,MKI965212,M,300.66,346,KG,17 days,7570
8412,ZYN889884,B,328.28,128,FT,,7402
8413,JEZ523724,M,706.9,272,KG,13 days,3792
8414,ASW718180,M,13.04,59,EA,10 days,9412
8415,PMB820310,B,495.25,468,M,,8425
8416,LDA556653,M,282.76,495,M,15 days,1273
8417,WKA528496,M,651.99,105,FT,11 days,8119
8418,XXE477201,M,252.5,68,EA,6 days,5118
8419,DUM461443,B,532.93,399,LBS,,5323
8420,TPZ307486,M,638.54,219,FT,14 days,2875
8421,UQZ633774,M,760.13,482,M,12 days,78
8422,LDI171103,M,51.42,493,FT,28 days,2217
8423,CYZ869814,M,800.5,460,FT,25 days,5602
8424,IWX476135,B,798.62,240,EA,,3878
8425,DNE585750,M,846.8,136,FT,6 days,2928
8426,XLB416232,B,44.95,138,FT,,8345
8427,HFR065516,B,927.15,193,KG,,3378
8428,FMA867562,M,965.68,355,LBS,19 days,5113
8429,LZQ305237,B,356.6,459,EA,,9692
8430,BRK586656,M,429.47,463,M,30 days,890
8431,ALJ062375,M,888.21,10,KG,26 days,6871
8432,UFT466531,M,643.57,365,KG,21 days,9804
8433,MXH248710,B,254.87,301,FT,,1876
8434,MQW039527,B,93.34,65,FT,,4582
8435,AYZ972600,M,267.26,344,M,1 days,3973
8436,BMQ015412,M,481.08,111,EA,16 days,5348
8437,QHU877597,M,457.33,169,M,26 days,5721
8438,BVJ073461,M,912.29,162,EA,21 days,3628
8439,PFU576985,M,793.59,337,EA,22 days,4059
8440,VCK075154,M,547.39,243,KG,27 days,9713
8441,MNU051781,M,956.96,93,FT,5 days,8355
8442,LRW285147,M,525.62,440,LBS,9 days,5461
8443,RBK362685,M,195.59,237,FT,24 days,2108
8444,HNN815514,M,463.2,473,M,18 days,9350
8445,TVY122136,M,656.44,287,FT,11 days,1087
8446,ISV750845,B,23.9,222,KG,,4122
8447,FAI251216,B,178.94,135,FT,,4643
8448,IDM051650,B,463.11,330,FT,,980
8449,AHE304646,B,203.22,458,EA,,4390
8450,CGW679167,M,636.83,157,FT,2 days,780
8451,OCJ968160,B,925.0,463,M,,4546
8452,XCG742461,M,146.33,312,EA,8 days,592
8453,WZZ217768,B,885.43,119,M,,4083
8454,REW268500,B,345.43,163,KG,,3212
8455,VWJ020121,B,503.61,55,EA,,7933
8456,DEG539876,M,648.29,44,EA,4 days,6080
8457,RJC228163,B,848.77,406,M,,6064
8458,KLJ481619,B,280.01,354,M,,8238
8459,PNO612253,B,682.07,85,EA,,9894
8460,CDZ036848,B,724.41,380,EA,,2182
8461,GZG087654,M,784.98,155,LBS,6 days,6598
8462,BHF811514,M,994.66,205,LBS,21 days,187
8463,EMV546144,B,350.23,440,KG,,4715
8464,XBD277613,M,256.5,136,KG,28 days,4368
8465,JTZ602643,M,348.8,434,EA,21 days,9987
8466,SWR538447,B,284.25,2,FT,,8482
8467,EYT111609,B,168.17,481,LBS,,3812
8468,NCU076177,M,149.85,132,M,11 days,9328
8469,NTV853936,M,621.78,133,M,29 days,6221
8470,CZY195946,B,719.21,174,LBS,,7256
8471,AFG572101,M,268.81,408,M,25 days,2880
8472,CZT907392,B,939.04,200,LBS,,7878
8473,HUC853192,B,515.89,217,KG,,3423
8474,FWF597336,B,279.41,131,KG,,6357
8475,VAQ228200,B,981.28,472,M,,2648
8476,LND244606,M,175.06,3,KG,4 days,8446
8477,GPQ114874,M,158.17,348,M,17 days,3666
8478,DDE406573,M,775.28,352,LBS,25 days,60
8479,YOC133480,M,948.72,14,LBS,23 days,7570
8480,ERI043531,M,581.71,177,FT,26 days,7870
8481,XFG492849,B,544.44,42,LBS,,6531
8482,YMJ908310,M,116.64,286,LBS,15 days,5331
8483,HNU729681,M,962.75,259,LBS,13 days,8779
8484,DNG483355,M,372.08,107,EA,3 days,6931
8485,JZG166028,M,95.55,454,EA,1 days,8322
8486,FRO719360,B,796.64,20,M,,5351
8487,ZFC539640,M,482.09,469,EA,22 days,2065
8488,TNK295749,B,920.38,88,M,,8317
8489,OZW653051,B,8.15,182,FT,,5438
8490,RQY393783,B,860.02,203,M,,2100
8491,AJX423476,B,614.19,3,KG,,6627
8492,GBW097214,M,131.65,273,M,7 days,3822
8493,KLV989111,M,626.35,153,FT,10 days,6376
8494,PGP434566,M,34.58,471,FT,6 days,4417
8495,IMA994152,M,59.55,478,M,18 days,8477
8496,UXI270211,M,10.31,197,FT,8 days,103
8497,ZUI721781,B,971.08,77,EA,,1387
8498,ARM808433,M,269.64,190,EA,11 days,8005
8499,OTG239292,M,218.22,120,M,15 days,6309
8500,NTW263222,B,499.15,22,LBS,,220
8501,MUQ097532,M,475.6,351,M,8 days,6127
8502,CUR719025,B,867.24,110,M,,8174
8503,YAC000821,M,364.2,293,M,16 days,3784
8504,MYC894289,B,810.21,165,FT,,5579
8505,ONW577414,M,136.7,397,EA,20 days,8945
8506,OIS938776,B,147.74,190,FT,,2268
8507,OYX880736,B,758.0,51,FT,,7463
8508,LJA614628,B,746.65,244,EA,,1848
8509,MMB776224,M,950.7,365,EA,9 days,6575
8510,PXY052837,M,668.18,130,M,24 days,7714
8511,UXX998532,M,181.73,428,M,13 days,508
8512,EUM057904,M,472.15,260,M,24 days,8635
8513,XMV005263,B,760.88,235,M,,985
8514,GGQ128922,M,665.4,298,KG,21 days,1999
8515,KCC923912,M,105.72,336,FT,27 days,5628
8516,IYN236630,B,150.24,426,LBS,,2163
8517,KLL737307,B,342.26,338,KG,,3058
8518,EWI960847,M,530.75,87,EA,5 days,3858
8519,SUL536996,B,444.51,471,EA,,6210
8520,LCG468379,M,728.02,298,LBS,2 days,6135
8521,TPR466235,B,320.89,384,EA,,7811
8522,JFH608309,M,929.81,376,M,9 days,37
8523,BFV263181,M,510.65,254,KG,22 days,191
8524,YIV810029,B,217.28,98,KG,,606
8525,IEC204531,B,435.19,352,LBS,,3085
8526,LMZ812590,B,424.95,33,LBS,,4970
8527,TXH293604,M,254.7,171,LBS,19 days,1487
8528,EIG534354,M,174.67,332,M,13 days,6243
8529,XIQ094802,B,186.85,329,M,,2781
8530,TJP708466,B,665.0,302,KG,,6229
8531,CBQ767240,M,618.48,311,KG,14 days,491
8532,WXT791327,B,816.27,277,EA,,5967
8533,UGP512887,B,412.46,181,FT,,1648
8534,GAI499611,M,307.24,286,LBS,8 days,2506
8535,OYA641346,B,793.29,442,LBS,,4772
8536,HFI913169,B,912.16,334,EA,,3229
8537,DFS052494,B,939.17,19,LBS,,8842
8538,WNU184120,M,893.2,28,LBS,22 days,8297
8539,WWB483043,B,78.66,110,KG,,5192
8540,PBJ981557,B,277.14,399,EA,,2522
8541,IHZ978038,M,951.22,283,LBS,9 days,4734
8542,CIP495770,M,786.72,19,LBS,30 days,5522
8543,SMY253283,B,251.45,226,M,,3607
8544,XYE429100,M,182.46,461,LBS,23 days,4397
8545,TYZ599986,M,270.92,173,EA,22 days,8156
8546,TGO625910,B,943.04,275,EA,,932
8547,CEL682237,M,698.41,224,LBS,1 days,7716
8548,LYV992181,B,83.33,112,M,,1395
8549,EWU044135,M,898.35,446,LBS,7 days,3777
8550,EEW672513,M,176.42,100,FT,19 days,9106
8551,PNE753326,M,87.42,291,EA,24 days,7719
8552,VKH331530,B,83.12,40,M,,8808
8553,IWA540243,B,457.83,287,M,,3179
8554,CHE607855,B,499.04,37,EA,,8525
8555,CQA737652,M,300.54,423,KG,4 days,7762
8556,SYB552523,B,515.08,72,FT,,3122
8557,MYZ777479,B,371.07,41,KG,,7291
8558,ZKT603062,B,970.22,128,EA,,6910
8559,SJZ738447,M,838.28,366,LBS,2 days,3141
8560,BFD042804,B,220.29,411,M,,9246
8561,DEQ693760,M,522.22,89,LBS,22 days,7784
8562,ZVP037038,M,243.15,412,LBS,10 days,3789
8563,MJT171622,M,227.73,495,KG,18 days,4244
8564,HUJ802699,M,439.21,60,EA,24 days,6912
8565,RFN314171,B,801.02,284,FT,,8583
8566,RGR667424,M,483.82,103,M,14 days,1361
8567,PKU378913,M,295.98,272,M,24 days,2828
8568,YTN509568,M,382.25,250,LBS,22 days,2218
8569,QES462814,M,711.03,23,EA,24 days,4826
8570,CNV276509,M,894.46,481,KG,26 days,1505
8571,HRO763883,M,693.56,213,KG,17 days,8408
8572,RAU573105,B,94.9,8,LBS,,2604
8573,AFF853228,M,860.66,114,KG,29 days,897
8574,DHM560254,B,440.67,381,KG,,5846
8575,KJO540948,B,674.62,472,EA,,2483
8576,SMD389910,M,516.17,473,M,27 days,7068
8577,VOW579692,M,924.06,463,KG,4 days,1088
8578,LPI178329,M,669.64,342,LBS,24 days,3269
8579,KZL773183,B,792.78,226,KG,,6700
8580,JRR467204,M,470.34,250,EA,16 days,6574
8581,PVB209365,M,464.96,359,FT,9 days,2279
8582,UTG336088,B,844.11,357,M,,2808
8583,AMN234766,B,873.94,151,KG,,5232
8584,NPR399960,M,731.15,322,FT,3 days,5325
8585,HJX601552,B,341.91,496,KG,,9328
8586,MOR397874,B,523.64,363,M,,2483
8587,ZRM324213,B,140.57,311,EA,,9714
8588,MOB424001,M,788.57,402,EA,28 days,5267
8589,HCZ983182,M,604.36,30,M,18 days,121
8590,LIK892515,B,664.09,24,LBS,,2676
8591,QQO702991,B,552.53,432,M,,1630
8592,UPT154798,B,887.54,335,KG,,8431
8593,YXQ385322,B,911.31,173,FT,,6880
8594,IFL075916,M,440.52,82,EA,22 days,9053
8595,IEK025696,M,489.52,86,M,24 days,9387
8596,UWA744126,B,15.26,431,LBS,,8067
8597,VWG703672,M,532.23,466,LBS,22 days,2314
8598,ZBQ582388,M,571.19,453,LBS,21 days,6179
8599,WIZ438840,M,431.54,329,EA,16 days,5526
8600,BLO768920,M,501.52,413,LBS,11 days,4313
8601,HRV579022,B,153.66,57,LBS,,3023
8602,UMZ246550,B,976.47,149,M,,9895
8603,JIL946021,M,431.68,441,M,28 days,5643
8604,EHI109681,B,492.5,182,KG,,460
8605,ZRS014865,M,490.05,107,LBS,11 days,4210
8606,KBH205654,M,471.84,109,EA,6 days,8965
8607,RLS601448,B,913.03,37,KG,,5817
8608,ZIE136734,B,738.85,139,FT,,8199
8609,UAP260460,M,89.3,321,M,10 days,6669
8610,UTA798339,M,201.72,141,M,29 days,8871
8611,MIZ875503,M,533.9,96,FT,22 days,626
8612,BFK462274,M,717.5,192,FT,22 days,5367
8613,ROE500777,B,508.8,453,KG,,573
8614,KPC073928,B,124.0,253,EA,,7025
8615,ZDL299697,B,818.43,382,EA,,1960
8616,LAS611473,M,132.98,55,EA,13 days,2916
8617,GGR755234,B,255.21,433,LBS,,5513
8618,UZR845447,M,581.6,456,EA,4 days,1210
8619,TUL696115,B,256.98,261,M,,1901
8620,CUK743011,M,663.86,27,LBS,27 days,7313
8621,EZX829646,M,728.17,369,LBS,17 days,6016
8622,GIM645229,B,655.38,431,FT,,4750
8623,MAI428214,M,126.57,47,M,18 days,1293
8624,SXN699925,M,281.17,366,FT,28 days,4523
8625,CDD726857,M,788.29,477,KG,10 days,1250
8626,MZD652228,B,187.77,164,FT,,9208
8627,OJN501040,B,540.13,183,EA,,3557
8628,TAK883947,M,378.32,111,LBS,14 days,4604
8629,QIB368260,M,692.38,35,KG,30 days,9546
8630,AUO362954,M,523.66,449,KG,24 days,1355
8631,UPA512328,B,268.99,256,M,,6194
8632,BOP957352,M,870.59,447,M,22 days,8971
8633,EVV167462,M,766.87,81,LBS,22 days,9789
8634,BTL973692,M,664.0,25,FT,5 days,4029
8635,YIG242707,M,319.66,427,M,28 days,7001
8636,XMU164729,B,453.52,29,LBS,,2006
8637,AWP233629,B,744.0,234,FT,,5851
8638,LEH263787,M,927.71,78,M,4 days,4532
8639,UGN933699,M,629.3,275,FT,12 days,5162
8640,JRV597015,B,962.47,75,LBS,,6051
8641,HBU153856,B,331.33,53,EA,,2073
8642,BNE503478,M,465.44,7,KG,2 days,6452
8643,EEU079214,B,736.58,479,FT,,3247
8644,KMG434113,M,583.54,388,KG,15 days,3526
8645,QNR906372,B,265.03,146,FT,,5572
8646,QXO101591,B,977.47,72,KG,,6205
8647,IEY226360,B,16.1,137,M,,2758
8648,HIZ059947,B,101.25,234,FT,,6008
8649,MYO286335,M,484.66,219,FT,2 days,8904
8650,GRJ400988,B,607.33,332,LBS,,2287
8651,HJS291616,M,737.81,117,LBS,19 days,6797
8652,CHI541231,M,86.28,369,LBS,24 days,5562
8653,ARD709554,B,28.24,198,M,,3379
8654,KAE581643,M,368.32,151,FT,23 days,8351
8655,CRT513675,M,328.7,289,M,4 days,1627
8656,DBC026066,B,989.4,314,EA,,8983
8657,AGA253160,B,757.6,388,FT,,3641
8658,MQR374175,B,918.2,104,LBS,,7161
8659,BJW100187,B,913.69,348,M,,5512
8660,IAX593185,M,91.3,270,LBS,28 days,5528
8661,LEN123780,M,934.43,395,LBS,29 days,513
8662,YLP792945,M,293.73,287,M,30 days,4450
8663,YBV708868,B,890.51,65,FT,,9109
8664,DCP686143,M,48.04,378,EA,24 days,3312
8665,LUX334937,B,388.46,147,KG,,8016
8666,AEI179850,B,439.85,289,KG,,107
8667,TWT001908,M,485.52,404,EA,9 days,987
8668,UPK137938,B,580.51,309,LBS,,6299
8669,BJS046491,B,50.91,309,M,,3937
8670,ISS001609,B,865.41,58,LBS,,7741
8671,DKR497088,B,234.47,336,EA,,3030
8672,LWW492460,M,496.96,361,EA,6 days,5282
8673,XGV131700,B,557.48,18,EA,,674
8674,GSX427451,M,39.31,281,M,27 days,4255
8675,UBR883628,M,31.32,21,M,2 days,7389
8676,QAP235140,M,637.29,374,KG,30 days,2068
8677,OIB325413,B,259.05,309,FT,,2747
8678,NJR062612,B,725.53,84,LBS,,1681
8679,QPY852170,B,598.62,489,EA,,8226
8680,UXL148714,B,604.11,397,M,,6436
8681,IOB654477,M,362.88,254,EA,2 days,9456
8682,RSF242113,B,287.64,430,M,,6202
8683,ONT564284,M,322.87,498,KG,21 days,7497
8684,EIP158488,B,145.68,174,M,,2351
8685,JUD428509,B,807.09,377,FT,,4657
8686,KZT750438,B,363.96,440,KG,,7282
8687,FVR452939,M,662.97,15,KG,22 days,8543
8688,QSG505115,B,773.16,444,KG,,6841
8689,HPR955942,M,529.66,459,FT,1 days,7736
8690,ETR146261,M,570.26,265,FT,27 days,7379
8691,MVX475602,B,508.63,359,FT,,3951
8692,RGQ252246,M,75.72,17,FT,14 days,4560
8693,VGY933688,M,503.53,252,KG,4 days,1127
8694,JQW918527,B,404.77,56,LBS,,2246
8695,HGS200474,B,441.68,96,M,,7744
8696,EJU843338,M,604.62,352,FT,10 days,9626
8697,FJZ152504,M,146.29,141,EA,19 days,5319
8698,FXH906420,M,445.01,162,FT,17 days,9469
8699,RIN032213,B,529.97,39,EA,,179
8700,OPL619965,M,373.93,328,KG,29 days,5238
8701,JBI290656,B,826.66,421,LBS,,6952
8702,YYU928592,B,879.09,415,LBS,,279
8703,TMH335585,M,495.62,491,EA,22 days,9085
8704,FIJ136997,B,745.0,141,EA,,6033
8705,HJV335271,B,686.27,270,LBS,,3131
8706,MHW319445,M,409.28,155,LBS,10 days,5609
8707,EDR503987,M,905.55,156,FT,19 days,5917
8708,EAH013405,B,265.09,89,EA,,59
8709,WIA318890,M,63.59,475,M,14 days,5714
8710,CJJ698409,M,236.43,430,M,17 days,604
8711,PYY689308,B,930.69,16,EA,,7232
8712,IGT598107,B,876.01,33,M,,7188
8713,AQA143683,M,326.93,322,KG,22 days,2590
8714,XAH711557,M,712.81,345,KG,11 days,9710
8715,NHE558800,B,876.88,178,LBS,,8034
8716,SDN990283,B,318.49,30,EA,,5598
8717,REZ344574,B,450.39,476,EA,,6879
8718,PZC753634,B,952.62,331,LBS,,9221
8719,ZJM082911,B,504.93,212,M,,6645
8720,BLY007031,B,754.06,461,KG,,9737
8721,VZU279382,M,298.6,133,LBS,15 days,2069
8722,XZR155728,M,312.36,98,M,4 days,9866
8723,WCT914143,M,896.68,350,EA,28 days,4537
8724,VVI709696,M,939.37,127,LBS,6 days,3247
8725,AEF020443,M,954.67,5,EA,13 days,2159
8726,IGM156779,M,78.94,393,LBS,5 days,5992
8727,ZPH886342,B,995.87,183,LBS,,9401
8728,REG353496,B,54.29,19,M,,6921
8729,EIZ381832,B,799.29,87,EA,,186
8730,CIT626663,B,970.43,5,EA,,6161
8731,MRF627825,B,122.0,375,FT,,1716
8732,YFE203836,B,972.52,35,FT,,8948
8733,MEB253090,M,831.74,404,KG,4 days,8070
8734,MXW056739,M,784.52,313,KG,5 days,8681
8735,KIV383848,B,428.85,430,FT,,7381
8736,LUZ210518,M,514.3,235,LBS,27 days,1389
8737,LVC843498,B,603.24,486,FT,,3452
8738,RYN567750,B,703.97,454,KG,,6235
8739,YLJ505597,B,64.45,36,EA,,9403
8740,DTR643310,B,937.26,335,LBS,,6077
8741,WTA481163,M,534.59,107,M,6 days,5018
8742,WYN739913,M,632.57,85,LBS,12 days,4588
8743,RGL095099,B,680.4,325,FT,,8111
8744,NKY801965,M,46.66,279,KG,17 days,5012
8745,EYX210939,B,475.2,125,LBS,,4554
8746,YDO749680,M,610.38,164,M,19 days,7327
8747,QPO989930,B,637.22,135,LBS,,8337
8748,PVL124837,B,737.48,180,EA,,3130
8749,KCH905614,M,613.89,297,FT,1 days,9452
8750,ZEC862531,B,241.82,133,M,,2717
8751,UJH547395,B,881.02,36,EA,,8592
8752,ZXJ432119,M,943.4,262,KG,5 days,1868
8753,TLB948720,B,603.04,329,LBS,,6521
8754,XMV473883,B,399.55,22,KG,,6748
8755,LOE830766,B,635.67,31,FT,,7626
8756,BRT545485,M,1.28,219,LBS,23 days,5674
8757,EMD896708,M,54.45,20,EA,21 days,3901
8758,FQR393212,M,592.96,473,FT,13 days,8823
8759,GXZ180287,M,236.85,367,LBS,10 days,8857
8760,DJE079819,B,867.56,251,FT,,9899
8761,GWA757826,B,480.84,60,LBS,,3269
8762,OOG676549,M,329.25,177,LBS,4 days,1272
8763,QCT366697,M,288.19,353,KG,10 days,552
8764,LLX278691,B,731.4,118,FT,,3026
8765,HDC558960,M,944.56,353,KG,18 days,2038
8766,TED479818,B,905.57,326,FT,,1297
8767,WGI610083,M,620.95,358,KG,20 days,6940
8768,YOX259122,B,128.66,272,FT,,3097
8769,FMO292310,M,561.79,53,EA,27 days,5889
8770,GFF366059,M,819.09,145,KG,8 days,4481
8771,KLE167743,M,639.84,191,M,30 days,1852
8772,ANJ291346,M,571.4,39,LBS,13 days,9260
8773,SIW273684,B,182.6,279,FT,,3807
8774,XDJ009573,B,834.68,233,M,,5437
8775,GTJ665618,B,348.22,191,LBS,,3870
8776,LWR474407,B,376.88,150,LBS,,6541
8777,OQA901337,M,482.89,109,KG,1 days,6363
8778,MMR109426,M,777.72,429,FT,28 days,5224
8779,BRJ959114,M,0.99,80,LBS,25 days,8659
8780,XDQ120773,M,855.34,89,M,24 days,9565
8781,ECM133297,B,579.86,402,LBS,,2917
8782,IIR268353,B,421.14,425,M,,2883
8783,OUL031217,B,675.67,395,FT,,5877
8784,SXW658102,B,933.33,226,KG,,1866
8785,ILF414198,M,647.7,183,LBS,11 days,9688
8786,PWI558046,M,136.9,321,M,4 days,456
8787,TSA604929,M,542.37,436,M,25 days,4779
8788,FMN299938,M,379.15,165,M,10 days,9955
8789,DYB268367,B,195.58,121,KG,,7563
8790,YPD989053,B,172.15,55,LBS,,1274
8791,HFD482566,M,771.96,200,FT,8 days,8637
8792,JPY080390,B,891.91,197,M,,6372
8793,QOL607213,M,314.83,361,M,18 days,7698
8794,TRA590024,M,77.85,318,M,20 days,7196
8795,BTQ677782,M,458.69,496,LBS,5 days,3390
8796,RRP758472,B,894.14,279,FT,,5911
8797,IAH966628,M,427.79,62,LBS,19 days,1553
8798,AWL330397,M,621.11,11,LBS,16 days,4534
8799,KGX532419,B,321.46,1,LBS,,873
8800,WNQ284623,B,872.16,242,EA,,882
8801,XBT116135,M,897.19,424,EA,14 days,6336
8802,IZE225345,M,28.95,122,M,21 days,8675
8803,CXJ026283,M,927.59,105,LBS,26 days,2603
8804,UCE851758,B,936.47,458,EA,,6601
8805,OYF689654,M,224.25,228,KG,15 days,5615
8806,QWR353252,B,121.22,301,M,,8017
8807,PWO514910,M,742.96,371,FT,30 days,9850
8808,UOW755787,B,965.01,163,KG,,6394
8809,CYH301246,B,122.49,116,FT,,1381
8810,YHN672637,M,200.79,80,KG,30 days,5144
8811,SRH989231,M,880.31,281,EA,18 days,4219
8812,AWJ255935,M,320.56,492,KG,16 days,7314
8813,FJH744252,B,361.62,282,FT,,160
8814,TVS226973,B,970.52,201,M,,1451
8815,GCQ281516,B,599.0,227,KG,,3562
8816,ZQY411060,B,438.34,122,EA,,6820
8817,XFY327574,M,462.64,309,M,29 days,9287
8818,FDP411718,B,801.25,373,M,,6602
8819,UFA856812,B,241.73,480,FT,,2651
8820,HBV386048,M,392.01,241,KG,24 days,3906
8821,OFP629009,M,666.48,350,KG,8 days,8338
8822,KBU018844,M,23.19,291,M,16 days,3827
8823,VHU290189,B,7.9,164,M,,8610
8824,FLV141910,B,377.84,3,FT,,4077
8825,XZW821829,M,792.81,43,LBS,7 days,4404
8826,INC265102,B,238.08,53,EA,,8367
8827,COR708441,B,216.45,214,M,,436
8828,HQK423245,B,775.12,138,FT,,7755
8829,AMG965015,B,796.24,101,EA,,9159
8830,NZL057934,B,904.26,92,M,,4214
8831,DXG192638,B,652.61,150,EA,,1903
8832,GUV319582,M,914.99,400,M,28 days,8242
8833,HJN361678,M,234.81,135,FT,7 days,7831
8834,LPQ842942,M,82.41,335,LBS,10 days,5658
8835,GLH651052,B,543.39,260,KG,,9999
8836,FPG473128,M,510.58,121,FT,29 days,3413
8837,BCB608078,M,867.05,411,EA,9 days,9381
8838,KNH816428,M,886.06,13,FT,4 days,3454
8839,KAO731353,B,99.4,109,KG,,7959
8840,FWY298016,M,724.35,374,LBS,7 days,8201
8841,WAJ646870,M,786.81,214,LBS,18 days,3071
8842,POU597108,M,433.28,453,EA,12 days,7582
8843,GKE734205,M,525.02,24,LBS,5 days,6368
8844,ORD593285,B,891.48,191,M,,7507
8845,SEE134620,B,998.09,492,FT,,8457
8846,TXT993324,M,747.92,265,KG,23 days,1385
8847,OIE741354,B,471.29,323,LBS,,333
8848,EYN542466,M,767.03,138,KG,28 days,9206
8849,NUY458305,M,222.82,99,EA,2 days,3499
8850,MRG002402,M,796.7,458,KG,10 days,8858
8851,ZHA654059,M,680.17,236,LBS,5 days,2447
8852,BBP256977,M,490.96,96,M,6 days,499
8853,OUJ211583,B,304.86,46,KG,,5857
8854,JBO009841,M,93.86,390,M,25 days,892
8855,XHB883405,M,912.99,344,EA,2 days,918
8856,LNI693669,B,73.55,337,M,,662
8857,GEM914129,M,326.49,433,KG,15 days,2971
8858,NRH142682,B,158.13,297,KG,,2530
8859,IUB875856,M,45.24,488,EA,9 days,1799
8860,TIX042572,M,219.13,297,LBS,24 days,1830
8861,OGZ210520,B,546.93,500,KG,,5202
8862,KFT017985,B,340.97,136,M,,7403
8863,USB179470,M,544.64,331,M,9 days,4757
8864,KBK028434,M,128.4,429,EA,19 days,4055
8865,DXC705220,M,39.57,407,LBS,21 days,454
8866,QUK577135,M,433.38,19,M,22 days,125
8867,TDW933487,M,779.73,466,FT,19 days,5271
8868,YPN961406,B,360.44,398,KG,,2556
8869,FIE315872,M,338.88,51,M,24 days,5656
8870,FQA808001,M,967.29,178,KG,17 days,6933
8871,ZQR034524,B,585.06,2,M,,1487
8872,PLD005461,M,519.45,9,LBS,26 days,9243
8873,ILO713734,M,632.71,201,KG,30 days,7170
8874,ZSY812789,M,930.43,128,M,17 days,6022
8875,GJF246555,M,302.51,415,EA,19 days,6154
8876,HEE656714,M,522.12,6,EA,20 days,5485
8877,EWU744626,M,719.24,434,M,24 days,4266
8878,LTB887779,B,414.14,428,LBS,,9442
8879,XVF198041,B,534.91,285,M,,51
8880,FUS256429,B,891.58,295,FT,,2629
8881,GXM568758,B,351.67,299,FT,,8986
8882,DST148456,M,792.11,17,FT,13 days,5050
8883,WYC786927,B,627.16,93,KG,,2555
8884,BWY360761,B,891.34,268,KG,,1820
8885,UQH434932,M,946.45,317,FT,24 days,9632
8886,SYO305225,B,232.03,436,EA,,2141
8887,CFZ485656,M,836.26,172,LBS,25 days,6125
8888,PWT127095,M,253.49,268,KG,13 days,9114
8889,AVD805137,B,506.82,95,KG,,8478
8890,DPL414277,M,459.0,109,LBS,17 days,7329
8891,WZB726308,B,111.12,148,FT,,7584
8892,PXC402485,M,590.05,181,M,6 days,5411
8893,QDM351457,B,273.64,250,KG,,7396
8894,UQD498880,B,372.24,427,EA,,7551
8895,JAP909003,B,944.95,336,FT,,4557
8896,KDJ765654,M,931.55,223,FT,16 days,3739
8897,ZIO115846,M,318.43,362,FT,23 days,1736
8898,VKD965611,M,566.77,112,LBS,11 days,7532
8899,TGG674270,M,548.6,173,KG,7 days,6965
8900,AUT547662,B,948.13,197,EA,,6222
8901,TOY316469,M,246.16,66,KG,8 days,3380
8902,TLV339327,M,86.54,46,FT,3 days,8269
8903,TOE582422,M,398.07,151,KG,12 days,2915
8904,TUK786424,B,960.06,374,KG,,8370
8905,NUA130455,B,981.22,232,LBS,,201
8906,WZG860307,B,831.68,379,KG,,6230
8907,ADA249979,B,135.43,365,KG,,4659
8908,ZAJ798883,M,555.98,36,M,26 days,9961
8909,GFI290843,B,992.12,214,M,,6666
8910,EOE104559,B,718.13,103,KG,,6633
8911,UEM584889,M,544.28,56,KG,15 days,2248
8912,WLD913627,M,623.19,373,LBS,6 days,5946
8913,VGY137145,M,69.24,479,M,7 days,3040
8914,MRN765271,M,859.91,416,FT,21 days,752
8915,EEA130836,B,958.44,423,M,,9105
8916,ZYL203594,B,251.99,208,KG,,4050
8917,ANY679570,B,795.7,313,FT,,4173
8918,IMF934323,M,372.43,401,EA,27 days,5797
8919,XMG345273,M,708.87,4,LBS,24 days,9654
8920,YDZ066059,M,167.09,351,M,25 days,3038
8921,DKP401089,M,958.95,334,LBS,30 days,9928
8922,URH444573,B,831.05,242,KG,,4110
8923,HQI684940,B,196.55,349,LBS,,7104
8924,KDS585383,B,745.98,364,EA,,3644
8925,XCM414789,B,838.04,370,KG,,1436
8926,VGY753618,B,658.68,210,M,,4829
8927,JRO259257,B,704.2,279,LBS,,2434
8928,AHO055168,B,602.06,229,FT,,561
8929,MYH460524,M,570.04,454,M,4 days,9684
8930,WUV061841,B,741.14,249,LBS,,6806
8931,TCE759914,M,876.27,235,EA,1 days,5391
8932,SKH194803,B,351.26,24,FT,,2409
8933,QZE143349,B,81.27,397,EA,,4448
8934,GDH796343,M,70.42,177,LBS,23 days,308
8935,RMF182905,M,41.83,348,EA,29 days,8920
8936,HCA621583,B,16.01,212,EA,,5163
8937,AQA835485,M,928.3,350,EA,28 days,1266
8938,FLJ129631,B,65.54,254,EA,,7763
8939,JHV517359,B,153.21,281,LBS,,5758
8940,DFZ411244,B,781.33,492,EA,,1470
