order_no,line_no,order_stat,part,qty,unit_price,due,line_cls
SO-2867331,2,C,8137,24,540.96,2023-06-28 02:22:16.971484,2023-07-06 08:52:10.852180
SO-2867331,3,O,6747,38,47.22,2023-05-16 01:13:48.819340,
SO-2867331,4,X,7863,14,799.66,2023-05-12 01:49:54.605642,
SO-8004816,1,O,8343,21,1240.5,2025-02-08 21:38:44.128715,
SO-7563077,1,X,2842,30,1495.36,2025-03-04 02:35:43.454290,
SO-7563077,2,C,4098,13,120.98,2025-03-15 09:42:34.154235,2025-04-08 01:14:55.146571
SO-7563077,3,X,4897,1,1071.09,2025-03-01 17:48:50.468317,
SO-7563077,4,O,8587,23,404.47,2025-05-02 16:11:50.555762,
SO-7563077,5,O,35,10,476.46,2025-04-30 16:34:39.236415,
SO-7563077,6,X,8337,7,1458.73,2025-04-06 22:30:56.475998,
SO-0305676,1,C,3726,7,1497.72,2024-11-20 21:18:01.904237,2024-12-15 08:25:32.673650
SO-0305676,2,O,2434,22,421.74,2024-12-31 16:54:29.810636,
SO-7842232,1,X,9679,44,546.51,2023-11-22 16:50:09.402595,
SO-4002805,1,X,1549,13,1301.62,2025-03-18 23:37:04.331377,
SO-4002805,2,O,6788,28,501.06,2025-01-31 05:52:57.603342,
SO-7747163,1,O,5035,47,13.7,2025-01-05 16:16:25.357066,
SO-7747163,2,O,8120,44,552.43,2024-12-28 00:59:33.299400,
SO-7747163,3,C,9838,4,583.47,2024-11-30 19:48:51.582321,2024-12-18 11:56:33.337366
SO-7747163,4,X,553,23,125.19,2024-10-23 08:04:53.335424,
SO-7747163,5,C,5053,33,141.24,2024-12-09 21:56:57.861655,2024-12-24 20:48:08.610026
SO-7747163,6,X,9063,50,166.44,2024-12-23 20:17:27.163037,
SO-6035755,1,O,9079,49,993.44,2023-08-10 10:02:12.714505,
SO-7356781,1,O,8009,15,645.81,2025-01-21 12:47:07.859371,
SO-7356781,2,C,3584,22,17.56,2025-02-15 15:53:09.032306,2025-02-21 01:17:35.375547
SO-7356781,3,O,1122,43,393.79,2025-01-21 00:49:10.428699,
SO-3037853,1,X,3401,23,151.83,2024-12-09 02:33:13.812367,
SO-3037853,2,C,5090,19,867.52,2025-01-05 15:32:24.859962,2025-02-01 08:51:49.085310
SO-3037853,3,X,6352,45,1151.3,2025-01-06 13:00:48.456138,
SO-3037853,4,O,5456,14,881.88,2024-12-10 14:34:17.366691,
SO-3037853,5,X,2926,11,575.5,2024-11-15 13:53:26.009337,
SO-3037853,6,X,9767,9,103.63,2025-01-17 12:14:24.191300,
SO-0481812,1,O,8109,36,1093.77,2025-03-30 00:15:12.702222,
SO-8964935,1,O,2505,47,560.21,2025-03-01 21:29:29.941660,
SO-8964935,2,X,5154,9,1050.04,2025-02-23 08:39:16.803914,
SO-8964935,3,X,8953,23,63.33,2025-03-15 18:53:28.749606,
SO-8964935,4,X,5669,35,246.16,2025-03-10 20:01:13.338787,
SO-8964935,5,O,2582,31,565.09,2025-02-18 00:36:15.105383,
SO-1141864,1,X,159,4,983.24,2023-07-01 03:14:24.203797,
SO-1141864,2,O,5840,32,784.28,2023-07-27 03:18:37.753475,
SO-6432076,1,O,3835,46,511.51,2023-10-23 21:55:13.441138,
SO-6432076,2,O,104,31,1295.45,2023-09-14 10:40:41.112394,
SO-6432076,3,X,5370,9,758.49,2023-10-18 08:32:24.085314,
SO-2929524,1,X,4014,5,1409.17,2024-06-11 07:55:52.061995,
SO-2929524,2,X,2749,31,40.1,2024-04-30 18:03:04.307411,
SO-2929524,3,X,5081,37,206.49,2024-07-17 11:49:20.924759,
SO-2929524,4,X,1298,36,1230.77,2024-06-23 06:49:32.001862,
SO-4627038,1,O,1516,25,497.26,2025-01-17 13:29:51.339648,
SO-4627038,2,O,6148,23,18.01,2025-01-04 18:50:14.052532,
SO-1377664,1,X,2907,17,942.62,2025-03-14 08:17:48.939709,
SO-1377664,2,X,7481,44,1248.35,2025-05-10 02:45:28.599720,
SO-9359900,1,X,3895,27,1243.09,2024-08-27 20:15:14.952548,
SO-9359900,2,O,3604,35,1129.93,2024-09-21 07:51:51.317447,
SO-9359900,3,X,4714,34,888.82,2024-08-29 23:45:15.624455,
SO-4732513,1,C,1057,2,54.33,2025-05-29 16:10:32.292305,2025-06-12 00:44:53.706506
SO-4732513,2,C,1660,26,1477.87,2025-07-02 13:21:03.334511,2025-07-05 18:55:36.979803
SO-4732513,3,X,8867,33,1487.61,2025-06-16 13:33:14.451622,
SO-4732513,4,C,4928,7,223.03,2025-04-15 07:00:06.328761,2025-04-23 12:16:14.578852
SO-4732513,5,O,5947,50,1268.71,2025-06-08 04:47:26.473207,
SO-5739618,1,X,4585,7,987.88,2024-06-18 03:07:45.300013,
SO-5739618,2,X,2709,20,1350.53,2024-04-24 16:36:16.343623,
SO-5739618,3,C,4478,45,205.01,2024-06-23 06:45:36.988825,2024-07-15 14:35:13.899732
SO-5739618,4,C,7630,12,597.08,2024-06-25 14:33:20.299573,2024-07-16 22:36:51.979443
SO-5739618,5,X,1228,2,1270.19,2024-07-01 19:12:54.008281,
SO-5739618,6,C,4530,45,807.24,2024-06-08 03:42:24.373274,2024-06-29 19:13:46.103794
SO-3033335,1,C,5734,36,992.09,2023-07-02 21:19:51.823314,2023-07-21 03:53:01.066564
SO-3033335,2,C,8791,31,16.37,2023-08-09 21:50:17.507190,2023-08-29 16:49:06.638999
SO-3033335,3,X,6211,26,1454.67,2023-07-21 21:53:09.435911,
SO-3033335,4,C,8019,17,709.35,2023-05-30 07:35:07.291833,2023-06-19 15:25:28.646085
SO-5846420,1,O,9348,35,870.92,2024-03-30 21:46:18.846795,
SO-5846420,2,C,9411,20,955.26,2024-02-12 10:02:52.997312,2024-02-23 08:54:35.000299
SO-3348319,1,O,7151,17,989.39,2024-08-05 06:02:25.296264,
SO-3348319,2,O,4026,48,1428.58,2024-07-06 05:09:50.647610,
SO-3348319,3,X,5618,34,1220.05,2024-06-17 15:34:01.450931,
SO-3348319,4,C,271,27,1019.91,2024-08-02 23:21:34.239158,2024-08-16 06:22:54.801190
SO-9511590,1,O,462,8,1162.76,2025-04-24 19:40:35.733142,
SO-8486765,1,C,9837,6,1335.63,2025-04-20 05:30:32.312229,2025-04-25 03:10:16.346343
SO-9234583,1,X,7983,45,793.58,2025-02-05 00:34:03.550767,
SO-9234583,2,O,5066,41,909.25,2025-03-03 11:22:57.860800,
SO-9234583,3,C,7781,42,290.13,2025-03-04 20:12:02.996056,2025-03-12 14:41:13.386899
SO-9234583,4,X,4399,13,1461.21,2025-04-16 02:53:55.923335,
SO-8503452,1,C,5260,5,33.43,2023-07-21 11:46:52.120298,2023-08-15 23:48:23.860426
SO-8503452,2,C,6653,47,857.68,2023-08-26 08:35:15.443100,2023-09-23 01:08:41.256337
SO-9507276,1,O,7162,24,1225.21,2023-07-20 12:52:21.973231,
SO-9507276,2,C,7930,31,51.15,2023-09-30 14:56:01.710422,2023-10-17 03:54:21.217238
SO-9507276,3,O,9219,1,1011.21,2023-08-24 20:35:32.071030,
SO-9507276,4,X,8313,42,342.09,2023-07-31 06:51:02.904403,
SO-7671618,1,O,3159,5,144.54,2025-01-05 23:34:13.547935,
SO-7671618,2,O,5506,46,404.86,2024-12-17 13:39:47.931527,
SO-7671618,3,O,2031,13,1357.6,2024-12-31 06:02:38.238875,
SO-7671618,4,X,6045,19,110.22,2024-12-05 13:02:35.794737,
SO-7671618,5,O,1506,37,959.64,2024-12-31 19:19:29.017627,
SO-1490003,1,O,3948,36,898.63,2024-11-21 13:55:19.140813,
SO-1490003,2,O,8835,32,339.61,2024-10-19 04:22:36.569204,
SO-1490003,3,X,939,1,547.08,2024-11-30 01:59:02.752389,
SO-1490003,4,X,126,43,1323.19,2024-12-29 04:11:04.949419,
SO-0233635,1,O,3751,19,1158.24,2024-11-25 05:45:35.066907,
SO-0233635,2,O,7894,12,1317.73,2024-12-10 15:59:45.680664,
SO-0233635,3,O,4724,22,306.59,2024-11-14 04:22:27.345848,
SO-0233635,4,C,7283,28,346.71,2024-11-26 19:01:07.213252,2024-12-25 15:26:43.705581
SO-0233635,5,O,8531,42,579.6,2024-11-19 04:03:59.082175,
SO-0784149,1,X,9929,1,1144.93,2024-10-09 00:55:43.092958,
SO-0784149,2,O,8365,35,1294.0,2024-10-25 03:36:47.336460,
SO-0784149,3,X,2008,33,1089.55,2024-09-14 11:57:30.917810,
SO-0784149,4,O,3158,25,243.92,2024-10-06 15:54:32.285949,
SO-0784149,5,X,2348,18,905.1,2024-10-26 00:18:55.378098,
SO-0794393,1,O,5788,15,42.73,2023-10-08 09:21:27.587455,
SO-0794393,2,C,254,14,479.83,2023-10-22 16:55:59.518627,2023-11-02 03:43:54.443287
SO-9469668,1,C,4325,45,1365.62,2024-09-15 17:18:48.504771,2024-09-30 16:34:21.521961
SO-9469668,2,X,7907,1,632.73,2024-09-05 10:48:34.567168,
SO-9469668,3,X,5370,7,801.31,2024-07-09 20:26:52.142248,
SO-7864467,1,O,413,38,1352.01,2023-06-09 04:09:36.214873,
SO-7864467,2,X,4879,1,268.25,2023-07-01 18:45:01.043731,
SO-7864467,3,X,8676,36,986.17,2023-07-27 19:40:53.967709,
SO-7864467,4,O,7976,11,532.79,2023-08-25 19:15:16.518740,
SO-0642713,1,O,6071,17,454.25,2025-03-04 08:41:11.432908,
SO-0642713,2,C,6996,23,786.6,2025-03-09 14:01:21.836185,2025-03-16 16:21:06.634600
SO-0642713,3,X,8003,11,1252.4,2025-02-06 03:15:13.190291,
SO-0642713,4,C,8976,27,850.87,2025-04-12 20:14:57.494058,2025-04-21 15:37:51.950589
SO-0642713,5,O,9001,20,1334.33,2025-04-09 02:05:50.932123,
SO-4082659,1,O,5892,10,1015.9,2025-05-01 00:24:11.135455,
SO-4082659,2,X,4489,23,580.87,2025-05-16 13:42:33.172634,
SO-4082659,3,X,1835,30,1097.44,2025-04-23 01:06:48.314624,
SO-4082659,4,O,7507,32,596.91,2025-06-07 13:13:39.504127,
SO-4082659,5,O,4628,17,235.66,2025-05-26 23:44:25.707194,
SO-8663606,1,O,7696,8,659.62,2025-03-07 15:35:38.969538,
SO-8663606,2,X,3311,5,926.24,2025-03-17 19:53:52.624667,
SO-8663606,3,O,4044,13,97.7,2025-05-06 12:56:34.607933,
SO-8663606,4,C,1914,19,187.64,2025-05-13 18:08:39.082997,2025-05-17 09:43:21.871711
SO-8663606,5,X,7031,39,1063.33,2025-04-05 03:59:32.125369,
SO-8663606,6,X,4186,31,78.44,2025-04-25 17:37:50.996512,
SO-5070604,1,O,9167,29,74.67,2023-11-27 13:41:09.648405,
SO-5070604,2,O,512,3,970.6,2023-12-21 21:56:50.003652,
SO-5070604,3,O,6102,15,1261.64,2024-01-19 19:57:39.632410,
SO-5070604,4,O,9931,11,840.42,2023-12-10 00:51:16.418364,
SO-7953594,1,O,2779,43,69.8,2023-12-05 16:37:06.325809,
SO-6709197,1,X,9047,37,796.44,2024-08-09 21:57:15.597371,
SO-6709197,2,O,5700,25,165.64,2024-07-30 15:55:16.160151,
SO-6709197,3,X,7118,46,1364.8,2024-09-29 17:53:03.093767,
SO-6709197,4,X,1262,33,911.09,2024-08-29 01:16:09.793456,
SO-6709197,5,X,8556,27,716.88,2024-08-11 13:22:04.541597,
SO-5093035,1,O,1283,12,637.09,2023-04-28 06:47:19.730108,
SO-9981755,1,X,7197,12,62.0,2023-12-11 17:22:48.044192,
SO-9981755,2,X,5713,43,416.71,2024-01-06 08:27:23.245336,
SO-9981755,3,O,9548,24,394.17,2024-01-01 23:58:49.783561,
SO-9981755,4,O,3695,6,1157.66,2023-11-13 16:03:10.348089,
SO-0823900,1,C,6189,38,816.53,2024-07-17 09:34:03.349795,2024-07-19 10:27:42.946074
SO-0823900,2,X,8858,3,1471.98,2024-09-02 16:59:44.414098,
SO-0823900,3,O,5616,47,1340.4,2024-07-27 23:39:13.903552,
SO-0823900,4,X,2152,40,438.04,2024-08-24 08:04:33.404281,
SO-0823900,5,X,157,42,897.19,2024-09-25 23:23:44.052483,
SO-0823900,6,O,9096,32,319.4,2024-08-02 05:36:35.174077,
SO-2502045,1,C,7373,1,817.01,2023-09-19 10:25:07.737911,2023-09-30 12:59:28.115853
SO-6257778,1,X,2946,29,1174.23,2024-06-27 07:03:15.430589,
SO-6257778,2,O,1631,50,174.34,2024-08-16 15:33:36.275479,
SO-6257778,3,X,1429,45,1152.86,2024-06-27 08:48:14.960615,
SO-6257778,4,C,8926,32,928.13,2024-06-13 04:44:20.755431,2024-06-28 08:47:08.797414
SO-6257778,5,O,1743,47,1246.75,2024-06-12 11:22:32.925890,
SO-6257778,6,X,1271,47,831.65,2024-07-11 12:34:49.217436,
SO-2934450,1,C,4334,38,806.68,2024-08-01 13:24:32.252061,2024-08-21 07:51:58.170695
SO-2934450,2,X,9112,22,1213.69,2024-07-28 01:19:23.834360,
SO-2934450,3,X,3228,8,831.13,2024-07-21 09:29:01.893877,
SO-9880309,1,O,1260,5,1425.76,2023-11-18 21:00:14.213478,
SO-9880309,2,O,4777,41,233.02,2023-09-20 19:45:46.169936,
SO-0355058,1,C,2410,2,972.68,2024-05-19 12:42:47.813873,2024-06-10 22:03:11.849689
SO-0888430,1,C,9091,38,800.46,2024-03-21 23:37:14.999810,2024-04-01 15:39:37.884398
SO-0888430,2,C,5192,12,874.02,2024-03-24 00:48:38.305978,2024-04-19 22:19:57.383165
SO-0888430,3,C,9888,48,726.15,2024-04-08 19:44:15.074423,2024-05-03 02:18:55.917608
SO-6066705,1,C,7806,2,95.4,2024-06-22 15:43:40.672105,2024-07-21 13:16:43.583609
SO-6066705,2,C,1984,1,1368.85,2024-06-30 18:56:39.668453,2024-07-04 11:35:32.465966
SO-6066705,3,O,4807,11,31.77,2024-06-27 15:11:54.589213,
SO-6066705,4,C,1642,45,70.96,2024-05-06 21:33:42.447333,2024-05-21 22:22:53.503664
SO-6066705,5,X,8697,28,52.9,2024-06-16 12:26:55.134885,
SO-3399416,1,C,5007,47,1210.89,2023-12-22 22:55:28.726342,2024-01-04 07:50:10.925872
SO-3399416,2,C,5290,14,158.87,2024-01-11 03:45:13.446892,2024-02-07 01:26:22.482473
SO-3399416,3,C,1680,39,378.08,2024-02-16 16:13:23.127314,2024-02-16 18:30:12.938360
SO-9935952,1,O,1543,10,924.53,2024-12-24 20:01:16.398084,
SO-5431682,1,O,3515,25,74.07,2024-12-17 23:49:42.817814,
SO-5144850,1,C,3264,41,254.71,2024-03-01 07:50:09.164520,2024-03-20 14:55:43.034537
SO-4142172,1,C,6066,7,877.01,2024-04-11 05:07:32.246702,2024-04-13 08:48:54.829462
SO-4142172,2,X,6520,3,1140.04,2024-04-05 02:38:59.549133,
SO-4142172,3,X,3866,6,64.63,2024-05-01 23:56:57.079807,
SO-4142172,4,X,2003,30,310.71,2024-06-05 12:34:58.152023,
SO-2350962,1,C,1243,22,535.87,2025-04-29 01:53:25.551613,2025-05-28 01:16:49.978715
SO-2350962,2,O,9322,30,774.05,2025-03-25 19:09:56.385201,
SO-2350962,3,X,7997,50,294.85,2025-04-25 08:50:29.195113,
SO-2350962,4,X,8358,11,547.72,2025-02-17 13:07:40.117511,
SO-2350962,5,X,2768,50,53.1,2025-03-16 07:34:55.673820,
SO-9076676,1,C,3314,29,42.84,2023-06-03 12:16:32.656504,2023-06-04 05:56:56.662589
SO-9076676,2,X,9532,21,386.51,2023-05-13 13:05:26.954667,
SO-9076676,3,O,5029,4,1440.34,2023-06-30 01:42:32.336310,
SO-9076676,4,O,7498,10,1069.58,2023-04-30 18:57:23.215182,
SO-9076676,5,X,1517,29,963.72,2023-06-21 06:06:09.782706,
SO-0912202,1,O,5423,49,1409.13,2024-11-22 22:16:59.634489,
SO-0912202,2,X,7914,39,1417.06,2024-10-14 10:13:21.753666,
SO-0912202,3,C,9845,42,1140.78,2024-10-21 15:39:18.565104,2024-10-27 16:19:43.837470
SO-0912202,4,O,7049,23,1171.74,2024-10-28 07:32:05.252739,
SO-0912202,5,C,247,14,972.69,2024-11-11 06:56:24.984604,2024-12-10 22:27:45.012378
SO-0912202,6,O,3524,45,1258.7,2024-10-27 11:24:20.155193,
SO-4293031,1,X,6844,23,151.12,2024-05-02 19:47:10.662169,
SO-4293031,2,X,4975,22,1142.74,2024-04-25 14:32:15.981061,
SO-4293031,3,X,9073,45,1300.58,2024-07-14 21:23:38.146950,
SO-4293031,4,C,9839,20,1037.13,2024-05-06 13:54:25.464439,2024-05-26 22:44:07.192705
SO-4293031,5,C,8633,45,754.06,2024-04-26 04:10:49.203220,2024-05-22 15:58:02.866549
SO-9707038,1,X,4992,17,790.41,2024-12-29 19:52:00.365859,
SO-9707038,2,C,6733,33,140.54,2025-01-30 01:33:16.573523,2025-02-15 18:01:51.618937
SO-8835901,1,X,2301,15,407.26,2023-07-14 03:12:21.582595,
SO-8835901,2,O,8,12,926.34,2023-06-29 16:14:51.381502,
SO-8835901,3,C,6640,11,157.88,2023-06-19 05:34:56.365801,2023-07-18 09:30:29.969722
SO-8835901,4,O,9563,20,416.23,2023-06-02 02:16:28.003585,
SO-9825028,1,O,5454,41,1098.74,2024-03-14 21:16:25.478834,
SO-9825028,2,C,604,27,747.25,2024-01-22 18:06:43.357836,2024-02-05 10:27:10.798548
SO-9825028,3,X,1939,10,1257.53,2023-12-31 03:32:36.222764,
SO-9825028,4,O,8567,3,1491.92,2024-01-31 14:17:40.081392,
SO-3948163,1,X,9001,12,111.56,2023-09-25 02:39:47.233074,
SO-3948163,2,C,1152,34,628.75,2023-08-27 00:47:48.286916,2023-09-08 21:18:07.257715
SO-3948163,3,C,7919,39,887.93,2023-10-06 21:21:00.462055,2023-10-26 17:42:55.934086
SO-3948163,4,O,796,38,1293.49,2023-09-19 01:39:15.184221,
SO-3948163,5,O,7647,2,487.56,2023-10-02 18:50:51.239017,
SO-3948163,6,O,8948,37,241.43,2023-11-01 23:57:24.382806,
SO-6137091,1,O,805,15,530.36,2024-01-15 18:09:19.550512,
SO-6137091,2,X,6799,45,1342.09,2024-01-02 02:07:28.689021,
SO-6137091,3,C,5731,50,950.65,2024-02-08 21:24:35.207744,2024-02-14 02:09:21.534611
SO-6137091,4,X,3675,19,212.85,2024-02-28 00:34:03.089203,
SO-6137091,5,O,733,23,1034.73,2024-01-16 15:54:08.464054,
SO-4090557,1,C,9021,28,1455.85,2024-09-20 08:19:50.968490,2024-10-03 00:02:55.986607
SO-3432528,1,X,375,39,98.25,2025-04-04 09:09:34.836265,
SO-3432528,2,X,5242,3,831.69,2025-04-29 03:36:11.797612,
SO-3432528,3,C,3481,17,870.91,2025-04-09 22:59:36.061817,2025-04-19 16:19:05.855565
SO-3432528,4,O,5266,21,660.65,2025-04-20 15:02:56.744761,
SO-3432528,5,C,6218,39,1231.0,2025-04-08 04:08:19.449780,2025-04-11 23:30:12.084381
SO-3432528,6,C,7710,13,433.15,2025-04-10 10:40:48.978513,2025-05-07 06:55:14.600047
SO-2942950,1,C,9434,26,864.05,2024-10-28 12:05:00.266744,2024-11-10 02:03:10.363644
SO-2942950,2,X,5283,28,929.56,2024-11-06 08:29:14.182424,
SO-2942950,3,C,8612,50,196.99,2024-11-03 01:44:10.083776,2024-12-01 00:32:58.755636
SO-2355062,1,O,9650,37,574.56,2024-12-04 13:22:02.650382,
SO-2355062,2,X,3368,17,961.41,2024-11-24 14:30:09.874029,
SO-2355062,3,X,2723,32,819.25,2024-11-23 23:37:38.999377,
SO-2355062,4,C,5750,27,1323.41,2024-12-17 13:14:18.066489,2024-12-20 22:07:18.085444
SO-2355062,5,O,6760,2,205.41,2024-12-19 13:39:50.092660,
SO-4380321,1,O,2277,16,151.79,2025-06-04 09:24:13.457373,
SO-4380321,2,X,8728,25,77.96,2025-05-21 10:37:26.421436,
SO-4380321,3,X,3642,49,172.59,2025-04-15 10:04:57.663665,
SO-4380321,4,O,9520,39,247.67,2025-04-17 15:00:33.889353,
SO-4380321,5,X,1005,14,1458.24,2025-06-02 21:37:49.666968,
SO-2459845,1,X,2823,10,1443.6,2023-06-27 20:58:44.042527,
SO-7857918,1,O,9943,11,635.99,2024-10-25 07:28:02.256984,
SO-7857918,2,C,6820,9,413.05,2024-11-17 11:26:10.068746,2024-11-20 19:41:41.264846
SO-7857918,3,X,5310,50,180.91,2024-09-10 09:41:37.208991,
SO-7857918,4,C,6169,10,63.28,2024-09-09 19:21:40.504344,2024-09-12 18:29:23.644485
SO-4757736,1,C,9773,43,1325.76,2024-04-10 03:07:27.500527,2024-04-25 18:05:55.297023
SO-0500555,1,C,5756,30,1081.33,2023-10-17 14:17:45.668662,2023-10-30 18:30:12.178339
SO-0500555,2,C,4315,49,1361.71,2023-10-21 21:44:32.825949,2023-11-17 22:28:24.723427
SO-0500555,3,O,2399,46,161.94,2023-11-14 10:53:02.308944,
SO-0500555,4,O,6528,44,373.32,2023-12-22 10:11:41.920764,
SO-0500555,5,O,7362,17,211.71,2023-12-13 00:27:18.838541,
SO-6510075,1,O,6708,46,1138.96,2023-11-30 10:59:03.188835,
SO-5462739,1,C,1714,21,822.44,2023-08-14 08:04:40.627986,2023-09-04 11:26:18.473522
SO-5462739,2,C,9596,27,555.91,2023-09-02 23:39:39.499048,2023-09-28 11:28:55.305513
SO-5462739,3,O,4388,18,478.1,2023-09-25 05:00:28.233031,
SO-5462739,4,O,5660,8,1215.51,2023-09-02 13:00:28.470522,
SO-5462739,5,C,7902,34,1052.41,2023-10-16 06:51:41.877564,2023-10-26 11:21:24.254603
SO-5462739,6,C,9646,1,1076.11,2023-09-12 03:50:29.498483,2023-09-19 02:17:43.465939
SO-5594045,1,O,847,7,389.17,2024-12-31 11:24:46.277365,
SO-5594045,2,X,2032,5,1090.79,2024-11-10 13:35:35.204183,
SO-5594045,3,O,3606,23,1443.0,2025-01-15 02:45:48.154914,
SO-5594045,4,X,9048,29,815.78,2024-12-19 08:07:58.697371,
SO-5861941,1,O,7080,1,164.25,2023-09-03 07:33:07.367907,
SO-5861941,2,O,2624,29,59.25,2023-08-02 23:47:55.700963,
SO-5861941,3,O,8462,18,516.46,2023-08-19 23:37:40.937340,
SO-5861941,4,O,5255,32,1460.47,2023-09-11 04:53:10.592813,
SO-5861941,5,O,9340,14,239.32,2023-07-23 04:46:10.581676,
SO-2252057,1,X,2728,21,570.14,2024-02-27 07:17:41.686324,
SO-2252057,2,O,7430,34,11.55,2023-12-29 19:46:51.246483,
SO-2252057,3,O,8896,46,1018.72,2024-02-12 03:20:59.277132,
SO-2252057,4,X,7631,49,665.54,2024-01-19 02:09:00.549082,
SO-2252057,5,O,9625,10,1139.64,2024-01-16 19:43:34.032780,
SO-2252057,6,O,1395,2,166.55,2024-01-10 07:43:19.199608,
SO-5094615,1,C,6046,50,59.25,2023-08-30 21:44:17.684205,2023-09-15 10:28:34.970526
SO-5094615,2,X,3487,15,258.58,2023-09-08 19:20:00.606608,
SO-5094615,3,X,2903,41,1405.94,2023-08-03 09:55:17.816856,
SO-5094615,4,O,9918,31,596.69,2023-07-09 01:22:20.069766,
SO-5960353,1,X,6255,33,1012.8,2025-02-01 10:14:00.284639,
SO-5960353,2,C,9312,37,631.49,2025-02-22 12:35:29.267192,2025-03-06 13:47:38.063061
SO-5960353,3,X,5594,28,93.71,2025-04-09 08:42:25.519915,
SO-5960353,4,O,822,3,288.29,2025-04-03 00:55:56.674444,
SO-5960353,5,C,9005,27,1046.6,2025-03-28 07:52:05.463133,2025-04-08 09:07:35.097799
SO-5960353,6,C,2375,30,748.15,2025-03-12 02:27:36.762230,2025-03-13 18:59:20.554686
SO-2040775,1,O,5018,43,1496.07,2025-03-27 00:09:10.088349,
SO-2040775,2,C,1954,33,1385.74,2025-04-07 15:57:37.638926,2025-04-16 14:33:15.783264
SO-2040775,3,C,4277,25,762.2,2025-04-13 04:30:31.704621,2025-05-12 08:35:53.799772
SO-9253351,1,O,2335,43,136.5,2024-08-01 00:05:33.566084,
SO-9253351,2,O,6195,47,1258.62,2024-05-20 06:26:04.416976,
SO-9253351,3,C,3044,21,198.11,2024-06-23 13:15:12.262186,2024-07-07 09:31:35.901808
SO-9253351,4,X,5004,15,1336.89,2024-06-04 13:08:25.328328,
SO-9253351,5,X,4047,46,28.4,2024-06-09 17:43:51.191625,
SO-9253351,6,O,679,45,114.25,2024-08-12 15:31:12.111500,
SO-2366628,1,O,3217,37,151.05,2024-01-20 06:04:51.661663,
SO-2366628,2,O,801,2,867.07,2024-02-28 18:45:32.614089,
SO-2366628,3,O,8175,49,1161.59,2024-01-08 19:42:42.006188,
SO-5591024,1,O,1559,27,437.34,2023-06-30 10:09:53.698099,
SO-5591024,2,O,4603,30,625.05,2023-06-28 18:11:42.043006,
SO-5591024,3,C,4879,41,1376.15,2023-07-04 10:49:11.969279,2023-07-07 01:28:59.132142
SO-5591024,4,X,7368,47,1176.67,2023-07-04 07:45:22.648628,
SO-5591024,5,O,429,18,499.3,2023-05-06 11:35:25.506692,
SO-5591024,6,X,9864,37,1072.31,2023-04-27 15:43:56.583993,
SO-2698109,1,C,2838,42,995.73,2025-03-05 08:25:03.727645,2025-03-20 03:13:46.883640
SO-2698109,2,C,1569,42,426.55,2025-03-12 13:59:20.634653,2025-03-18 16:54:11.703211
SO-2698109,3,X,5252,49,85.53,2025-03-05 22:54:58.296181,
SO-2698109,4,C,8905,30,1107.84,2025-01-11 16:11:47.535316,2025-01-12 00:50:53.245702
SO-2698109,5,X,4290,4,670.85,2025-02-21 12:45:50.431118,
SO-9852455,1,O,5740,21,1017.75,2024-11-03 00:26:20.787647,
SO-7161605,1,C,8355,29,1046.37,2024-11-13 00:05:05.692695,2024-12-03 12:21:36.601151
SO-7161605,2,C,1847,24,1238.45,2024-12-18 18:01:22.891602,2025-01-17 14:52:18.400092
SO-7161605,3,X,9193,36,732.98,2025-01-04 22:02:13.791427,
SO-1385092,1,C,5881,33,602.02,2023-10-09 03:50:03.090597,2023-10-15 14:33:58.285068
SO-1385092,2,C,6694,8,969.27,2023-11-19 22:44:13.181068,2023-12-08 20:48:30.034212
SO-1385092,3,O,2490,43,1455.15,2023-10-22 16:12:29.934829,
SO-1385092,4,O,2908,44,1187.1,2023-09-19 11:50:29.855859,
SO-3276701,1,O,6808,37,683.85,2023-12-24 15:04:51.638963,
SO-3276701,2,C,2376,34,1089.19,2024-02-14 11:40:19.851523,2024-02-22 07:41:58.276403
SO-3276701,3,O,4067,48,1075.1,2024-02-13 21:34:28.997232,
SO-7036088,1,X,7055,11,10.96,2024-07-10 21:09:18.530896,
SO-7036088,2,X,9254,19,1163.03,2024-07-05 09:44:54.630102,
SO-7036088,3,C,4132,26,576.8,2024-07-07 08:28:50.645932,2024-07-29 14:53:25.502946
SO-9485247,1,C,2241,10,673.63,2024-10-23 06:00:43.352172,2024-11-14 07:27:51.419179
SO-9485247,2,C,3531,48,497.46,2024-08-16 18:16:36.939244,2024-08-25 06:04:01.699401
SO-9485247,3,C,6180,10,690.18,2024-10-31 15:21:23.987457,2024-11-23 20:36:41.924962
SO-9485247,4,O,5473,21,669.97,2024-09-25 20:51:45.601671,
SO-3477988,1,O,3872,32,104.28,2023-12-08 13:58:21.986180,
SO-3477988,2,O,5635,30,1213.33,2023-12-15 08:30:03.397750,
SO-3477988,3,X,1523,14,280.86,2023-12-06 04:58:08.755457,
SO-3477988,4,X,2204,50,496.57,2023-11-12 05:42:11.858434,
SO-3477988,5,X,5958,26,678.61,2023-11-01 05:54:04.621914,
SO-6636699,1,X,1654,29,448.57,2025-04-19 04:14:26.164389,
SO-6636699,2,O,300,15,497.41,2025-02-28 01:23:28.060314,
SO-6636699,3,C,2523,16,675.37,2025-02-23 18:26:54.908892,2025-03-13 07:27:03.793411
SO-6636699,4,X,4086,19,53.44,2025-02-24 10:23:37.235385,
